,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Country,Continent
191,,2018.0,5.0,3.0,11.0,17.0,,,,SOUTH AFRICA:  WEST RAND,-26.4,27.5,,2.1,,7.0,1.0,,,6.0,1.0,,,,,,,7.0,1.0,,,6.0,1.0,,,,,,,SOUTH AFRICA,Africa
192,,2018.0,5.0,4.0,22.0,32.0,37.0,5678.0,6864.0,HAWAIIAN ISLANDS: PUNA DISTRICT,19.313,-154.998,2.0,6.9,,,,,,,,,1.0,,,,,,,,,1.0,1.0,370.0,4.0,716.0,3.0,,,HAWAIIAN ISLANDS,Not found
193,,2018.0,5.0,5.0,8.0,58.0,5.0,,,POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ,50.124,18.683,1.0,4.1,,5.0,1.0,,,2.0,1.0,,1.0,,,,,5.0,1.0,,,2.0,1.0,,1.0,,,,,POLAND,Europe
194,,2018.0,5.0,6.0,6.0,3.0,33.0,5796.0,7541.0,JAPAN:  HONSHU:  S. OF,31.444,140.193,10.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,JAPAN,Asia
195,,2018.0,5.0,6.0,19.0,2.0,36.0,,,"EL SALVADOR:  LA UNION, SAN MIGUEL",13.104,-88.062,10.0,5.4,,,,,,1.0,1.0,,2.0,11.0,1.0,298.0,3.0,,,,,1.0,1.0,,2.0,11.0,1.0,298.0,3.0,EL SALVADOR,North America
196,,2018.0,5.0,9.0,10.0,42.0,31.0,,,AFGHANISTAN: TAKHAR;  PAKISTAN,36.994,71.382,116.0,6.2,,,,,,13.0,1.0,,1.0,,1.0,45.0,1.0,,,,,13.0,1.0,,1.0,,1.0,45.0,1.0,AFGHANISTAN,Asia
197,,2018.0,5.0,15.0,15.0,49.0,34.0,,,COMOROS:  MAYOTTE,-12.776,45.581,17.0,5.9,,,,,,3.0,1.0,,1.0,,,,1.0,,,,,3.0,1.0,,1.0,,,,1.0,COMOROS,Africa
198,,2018.0,5.0,27.0,17.0,51.0,1.0,,,CHINA:  JILIN PROVINCE:  NINGJIANG,45.236,124.642,10.0,5.3,,,,,,,,,3.0,,,10000.0,4.0,,,,,,,,3.0,,,10000.0,4.0,CHINA,Asia
199,,2018.0,6.0,5.0,18.0,40.0,2.0,,,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.786,22.0,5.3,,1.0,1.0,,,31.0,1.0,,1.0,,,,2.0,1.0,1.0,,,31.0,1.0,,1.0,,,,2.0,AZERBAIJAN,Asia
200,,2018.0,6.0,12.0,9.0,35.0,48.0,,,COLOMBIA:  PASTO,1.067,-77.272,11.0,4.9,,2.0,1.0,,,7.0,1.0,,2.0,1.0,1.0,,3.0,2.0,1.0,,,7.0,1.0,,2.0,1.0,1.0,,3.0,COLOMBIA,South America
201,,2018.0,6.0,13.0,13.0,6.0,44.0,,,"INDONESIA:  MADURA ISLAND, JAVA",-7.001,113.888,10.0,4.6,,,,,,6.0,1.0,,2.0,,,77.0,2.0,,,,,6.0,1.0,,2.0,,,77.0,2.0,INDONESIA,Asia
202,,2018.0,6.0,17.0,22.0,59.0,17.0,,,JAPAN:  OSAKA,34.825,135.639,10.0,5.5,,5.0,1.0,,,417.0,3.0,7000.0,4.0,,,6766.0,4.0,5.0,1.0,,,417.0,3.0,7000.0,4.0,,,6766.0,4.0,JAPAN,Asia
203,,2018.0,7.0,21.0,7.0,58.0,0.0,,,INDONESIA: SUMATRA: SOLOK,-0.969,100.769,10.0,5.2,,1.0,1.0,,,2.0,1.0,,2.0,2.0,1.0,,3.0,1.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,,3.0,INDONESIA,Asia
204,,2018.0,7.0,22.0,10.0,7.0,22.0,,,IRAN:  KERMANSHAH,34.591,46.166,12.0,5.8,,,,,,287.0,3.0,,2.0,,,951.0,3.0,,,,,287.0,3.0,,2.0,,,951.0,3.0,IRAN,Asia
205,,2018.0,7.0,28.0,22.0,48.0,14.0,5778.0,,INDONESIA:  LOMBOK ISLAND,-8.24,116.508,14.0,6.4,,17.0,1.0,,,355.0,3.0,,3.0,5448.0,4.0,,3.0,17.0,1.0,,,355.0,3.0,,3.0,5448.0,4.0,,3.0,INDONESIA,Asia
206,,2018.0,8.0,5.0,11.0,47.0,3.0,5685.0,,INDONESIA:  LOMBOK ISLAND,-8.258,116.438,34.0,6.9,,560.0,3.0,,,7733.0,4.0,509.0,4.0,,3.0,83392.0,4.0,560.0,3.0,,,7733.0,4.0,509.0,4.0,,3.0,83392.0,4.0,INDONESIA,Asia
207,,2018.0,8.0,9.0,5.0,25.0,38.0,,,INDONESIA:  LOMBOK ISLAND,-8.307,116.23,15.0,5.9,,6.0,1.0,,,24.0,1.0,,2.0,,,,3.0,6.0,1.0,,,24.0,1.0,,2.0,,,,3.0,INDONESIA,Asia
208,,2018.0,8.0,12.0,17.0,44.0,34.0,,,CHINA:   YUNNAN PROVINCE:  YUXI,24.298,102.91,10.0,5.0,,,,,,24.0,1.0,,2.0,,,8000.0,4.0,,,,,24.0,1.0,,2.0,,,8000.0,4.0,CHINA,Asia
209,,2018.0,8.0,19.0,0.0,20.0,7.0,5686.0,,FIJI ISLANDS,-18.113,-178.153,600.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,FIJI ISLANDS,Not found
210,,2018.0,8.0,19.0,4.0,11.0,4.0,5816.0,,INDONESIA:  LOMBOK ISLAND,-8.337,116.599,16.0,6.3,,2.0,1.0,,,1.0,1.0,,2.0,,,1705.0,4.0,2.0,1.0,,,1.0,1.0,,2.0,,,1705.0,4.0,INDONESIA,Asia
211,,2018.0,8.0,19.0,14.0,56.0,49.0,,,INDONESIA:  LOMBOK ISLAND,-8.319,116.627,21.0,6.9,,11.0,1.0,,,,1.0,,2.0,,,1800.0,4.0,11.0,1.0,,,,1.0,,2.0,,,1800.0,4.0,INDONESIA,Asia
212,,2018.0,8.0,21.0,21.0,31.0,6.0,5687.0,,VENEZUELA:  SUCRE; TRINIDAD,10.773,-62.902,146.0,7.3,,5.0,1.0,,,,,,2.0,,,,3.0,5.0,1.0,,,,,,2.0,,,,3.0,VENEZUELA,South America
213,,2018.0,8.0,25.0,22.0,14.0,2.0,,,IRAN:  KERMANSHAH,34.611,46.242,10.0,6.0,,2.0,1.0,,,267.0,3.0,,3.0,,,2600.0,4.0,2.0,1.0,,,267.0,3.0,,3.0,,,2600.0,4.0,IRAN,Asia
214,,2018.0,8.0,29.0,3.0,51.0,1.0,5688.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.03,170.126,21.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CALEDONIA,Oceania
215,,2018.0,9.0,5.0,18.0,7.0,15.0,,,JAPAN:  HOKKAIDO,42.686,141.929,35.0,6.6,7.0,44.0,1.0,,,660.0,3.0,2000.0,4.0,,3.0,15000.0,4.0,44.0,1.0,,,660.0,3.0,2000.0,4.0,,3.0,15000.0,4.0,JAPAN,Asia
216,,2018.0,9.0,6.0,15.0,50.0,11.0,,,FIJI ISLANDS,-18.474,179.35,670.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,FIJI ISLANDS,Not found
217,,2018.0,9.0,7.0,6.0,24.0,6.0,,,IRAN:  KERMAN,28.326,59.32,10.0,5.6,,1.0,1.0,,,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,,1.0,IRAN,Asia
218,,2018.0,9.0,8.0,2.0,32.0,14.0,,,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.578,8.0,5.7,,,,,,28.0,1.0,,3.0,,,29000.0,4.0,,,,,28.0,1.0,,3.0,,,29000.0,4.0,CHINA,Asia
219,,2018.0,9.0,12.0,4.0,50.0,57.0,,,INDIA:  WEST BENGAL,26.371,90.161,10.0,5.3,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,INDIA,Asia
220,,2018.0,9.0,28.0,7.0,0.0,14.0,,,INDONESIA:  SULAWESI,-0.401,119.771,4.0,6.1,,1.0,1.0,,,10.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,10.0,1.0,,1.0,,1.0,,1.0,INDONESIA,Asia
221,,2018.0,9.0,28.0,10.0,2.0,25.0,5689.0,,INDONESIA:  SULAWESI,-0.256,119.846,20.0,7.5,8.0,4340.0,4.0,667.0,3.0,10679.0,4.0,1500.0,4.0,3673.0,4.0,39191.0,4.0,4340.0,4.0,667.0,3.0,10679.0,4.0,1500.0,4.0,3673.0,4.0,39191.0,4.0,INDONESIA,Asia
222,,2018.0,10.0,7.0,0.0,11.0,22.0,,,HAITI: PORT-DEX-PAIX,20.034,-73.013,24.0,5.9,,18.0,1.0,,,580.0,3.0,,3.0,2102.0,4.0,15932.0,4.0,18.0,1.0,,,580.0,3.0,,3.0,2102.0,4.0,15932.0,4.0,HAITI,North America
223,,2018.0,10.0,10.0,18.0,44.0,28.0,,,"INDONESIA:  MADURA ISLAND, JAVA",-7.453,114.455,9.0,6.0,5.0,4.0,1.0,,,36.0,1.0,,1.0,,,433.0,3.0,4.0,1.0,,,36.0,1.0,,1.0,,,433.0,3.0,INDONESIA,Asia
224,,2018.0,10.0,16.0,1.0,3.0,58.0,5725.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.743,169.522,17.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,NEW CALEDONIA,Oceania
225,,2018.0,10.0,25.0,22.0,55.0,3.0,5690.0,,"GREECE:  IONIAN SEA:  ZAKYNTHOS, STROFADES",37.52,20.557,14.0,6.8,,,,,,3.0,1.0,,2.0,,,120.0,3.0,,,,,3.0,1.0,,2.0,,,120.0,3.0,GREECE,Europe
226,,2018.0,11.0,14.0,23.0,2.0,24.0,,,INDONESIA:  SULAWESI:  MAMASA,-2.907,119.392,14.0,5.5,,7.0,1.0,,,,,,2.0,8.0,1.0,,3.0,7.0,1.0,,,,,,2.0,8.0,1.0,,3.0,INDONESIA,Asia
227,,2018.0,11.0,25.0,16.0,38.0,23.0,,,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.361,45.744,18.0,6.3,,1.0,1.0,,,759.0,3.0,,1.0,,,,1.0,1.0,1.0,,,759.0,3.0,,1.0,,,,1.0,IRAN,Asia
228,,2018.0,11.0,28.0,14.0,44.0,39.0,,,AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.808,68.687,22.0,4.9,,,,,,9.0,1.0,,1.0,,,60.0,2.0,,,,,9.0,1.0,,1.0,,,60.0,2.0,AFGHANISTAN,Asia
229,,2018.0,11.0,30.0,17.0,29.0,16.0,,,ALASKA:  ANCHORAGE,61.316,-149.925,54.0,7.0,,,,,,117.0,3.0,150.0,4.0,2.0,1.0,1650.0,4.0,,,,,117.0,3.0,150.0,4.0,2.0,1.0,1650.0,4.0,ALASKA,North America
230,,2018.0,12.0,5.0,4.0,18.0,42.0,5698.0,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.95,169.427,10.0,7.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,NEW CALEDONIA,Oceania
231,,2018.0,12.0,15.0,20.0,22.0,23.0,,7244.0,VANUATU ISLANDS: AMBRYM ISLAND,-16.416,168.22,11.0,5.4,,,,,,,,,2.0,,,,1.0,,,,,,,,2.0,,,,1.0,VANUATU ISLANDS,Oceania
232,,2018.0,12.0,16.0,4.0,47.0,26.0,,,CHINA:  SICHUAN:  YIBIN,28.295,105.013,18.0,5.3,,,,,,17.0,1.0,7.255,3.0,15.0,1.0,6145.0,4.0,,,,,17.0,1.0,7.255,3.0,15.0,1.0,6145.0,4.0,CHINA,Asia
233,,2018.0,12.0,22.0,5.0,38.0,27.0,,,MOZAMBIQUE; ZIMBABWE,-20.643,32.803,16.0,5.6,,,,,,10.0,1.0,,2.0,600.0,3.0,,1.0,,,,,10.0,1.0,,2.0,600.0,3.0,,1.0,MOZAMBIQUE,Africa
234,,2018.0,12.0,26.0,2.0,19.0,0.0,,7284.0,ITALY:  SICILY:  CATANIA,37.63,15.1,1.0,5.0,,,,,,28.0,1.0,115.0,4.0,15.0,1.0,,1.0,,,,,28.0,1.0,115.0,4.0,15.0,1.0,,1.0,ITALY,Europe
235,,2019.0,1.0,3.0,0.0,48.0,37.0,,,CHINA:  SICHUAN:  YIBIN,28.19,104.918,10.0,4.8,,,,,,774.0,3.0,,2.0,,,691.0,3.0,,,,,774.0,3.0,,2.0,,,691.0,3.0,CHINA,Asia
236,,2019.0,1.0,6.0,13.0,41.0,6.0,,,IRAN:  KERMANSHAH: SARPOL-E ZAHAB,34.125,45.679,14.0,5.6,,,,,,75.0,2.0,,1.0,,,,1.0,,,,,75.0,2.0,,1.0,,,,1.0,IRAN,Asia
237,,2019.0,1.0,12.0,8.0,59.0,4.0,,,POLAND:  RUDNA,51.547,16.111,1.0,3.7,,1.0,1.0,,,6.0,1.0,,2.0,,,,,1.0,1.0,,,6.0,1.0,,2.0,,,,,POLAND,Europe
238,,2019.0,1.0,20.0,1.0,32.0,48.0,,,"CHILE:  COQUIMBO, LA SERENA",-30.04,-71.382,63.0,6.7,,2.0,1.0,,,,,,2.0,,,1061.0,4.0,2.0,1.0,,,,,,2.0,,,1061.0,4.0,CHILE,South America
239,,2019.0,1.0,22.0,22.0,35.0,8.0,,,POLAND:  RYDULTOWY,50.11,18.456,5.0,3.9,,1.0,1.0,,,8.0,1.0,,,,,,,1.0,1.0,,,8.0,1.0,,,,,,,POLAND,Europe
240,,2019.0,1.0,26.0,12.0,33.0,23.0,,,"COLOMBIA:  CAUCA, HUILA",3.035,-75.738,10.0,5.6,,1.0,1.0,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,2.0,COLOMBIA,South America
241,,2019.0,2.0,1.0,10.0,23.0,54.0,,,INDIA:  MAHARASHTRA:  PALGHAR,19.9,72.8,5.0,3.6,,1.0,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,INDIA,Asia
242,,2019.0,2.0,1.0,16.0,19.0,29.0,,,MEXICO:  CHIAPAS; GUATEMALA:  SAN MARCOS,14.68,-92.453,66.0,6.7,,,,,,4.0,1.0,,2.0,,,,3.0,,,,,4.0,1.0,,2.0,,,,3.0,MEXICO,North America
243,,2019.0,2.0,5.0,19.0,35.0,21.0,,,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.896,48.607,10.0,5.0,,,,,,30.0,1.0,,2.0,,,3000.0,4.0,,,,,30.0,1.0,,2.0,,,3000.0,4.0,AZERBAIJAN,Asia
244,,2019.0,2.0,22.0,10.0,18.0,17.0,,,"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU",-2.186,-77.051,145.0,7.5,,1.0,1.0,,,9.0,1.0,,2.0,5.0,1.0,75.0,1.0,1.0,1.0,,,9.0,1.0,,2.0,5.0,1.0,75.0,1.0,ECUADOR,South America
245,,2019.0,2.0,25.0,5.0,16.0,25.0,,,CHINA:  SICHUAN PROVINCE: RONGXIAN,29.47,104.609,10.0,4.9,,2.0,1.0,,,12.0,1.0,2.0,2.0,9.0,1.0,10911.0,4.0,2.0,1.0,,,12.0,1.0,2.0,2.0,9.0,1.0,10911.0,4.0,CHINA,Asia
246,,2019.0,2.0,27.0,23.0,27.0,24.0,,,INDONESIA: SUMATRA: SOLOK,-1.323,101.578,10.0,5.4,,,,,,48.0,1.0,,2.0,,,343.0,3.0,,,,,48.0,1.0,,2.0,,,343.0,3.0,INDONESIA,Asia
247,,2019.0,3.0,1.0,8.0,50.0,42.0,,,PERU:  AREQUIPA,-14.713,-70.155,267.0,7.0,,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,17.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,17.0,1.0,PERU,South America
248,,2019.0,3.0,17.0,7.0,7.0,25.0,,,INDONESIA:  LOMBOK ISLAND,-8.418,116.521,10.0,5.6,,6.0,1.0,,,182.0,3.0,,2.0,843.0,3.0,3613.0,4.0,6.0,1.0,,,182.0,3.0,,2.0,843.0,3.0,3613.0,4.0,INDONESIA,Asia
249,,2019.0,3.0,21.0,9.0,15.0,40.0,,,"TANZANIA:  SONGWE, MBEYA",-7.914,32.109,22.0,5.5,,1.0,1.0,,,,,,1.0,4.0,1.0,,1.0,1.0,1.0,,,,,,1.0,4.0,1.0,,1.0,TANZANIA,Africa
250,,2019.0,4.0,12.0,11.0,40.0,49.0,,,INDONESIA:  SULAWESI ISLAND: LUWUK,-1.852,122.553,18.0,6.8,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,INDONESIA,Asia
251,,2019.0,4.0,18.0,5.0,1.0,6.0,,,TAIWAN:  HUALIEN,23.989,121.693,20.0,6.1,,1.0,1.0,,,16.0,1.0,,1.0,,,,,1.0,1.0,,,16.0,1.0,,1.0,,,,,TAIWAN,Asia
252,,2019.0,4.0,22.0,9.0,11.0,11.0,,,PHILIPPINES:  PAMPANGA PROVINCE,14.924,120.497,20.0,6.1,,18.0,1.0,3.0,1.0,183.0,3.0,50.0,4.0,1046.0,4.0,3329.0,4.0,18.0,1.0,3.0,1.0,183.0,3.0,50.0,4.0,1046.0,4.0,3329.0,4.0,PHILIPPINES,Asia
253,,2019.0,5.0,6.0,21.0,19.0,35.0,,,PAPUA NEW GUINEA:  MOROBE: WAMPAR,-6.977,146.44,127.0,7.2,,,,,,,,,2.0,130.0,3.0,,,,,,,,,,2.0,130.0,3.0,,,PAPUA NEW GUINEA,Oceania
254,,2019.0,5.0,14.0,12.0,58.0,25.0,5705.0,,"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",-4.051,152.597,10.0,7.6,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,PAPUA NEW GUINEA,Oceania
255,,2019.0,5.0,17.0,22.0,24.0,52.0,,,CHINA:  JILIN PROVINCE:  SONGYUAN,45.205,124.611,17.0,4.8,,,,,,,,,1.0,,,167.0,3.0,,,,,,,,1.0,,,167.0,3.0,CHINA,Asia
256,,2019.0,5.0,22.0,3.0,48.0,59.0,,,THE NETHERLANDS: GRONINGEN,53.394,6.586,10.0,3.2,,,,,,,,,2.0,,,840.0,3.0,,,,,,,,2.0,,,840.0,3.0,THE NETHERLANDS,Not found
257,,2019.0,5.0,26.0,7.0,41.0,14.0,,,"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR",-5.796,-75.298,110.0,8.0,,2.0,1.0,,,30.0,1.0,,2.0,,3.0,,3.0,2.0,1.0,,,30.0,1.0,,2.0,,3.0,,3.0,PERU,South America
258,,2019.0,5.0,30.0,9.0,3.0,32.0,,,EL SALVADOR:  SAN SALVADOR,13.199,-89.306,58.0,6.6,,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,1.0,EL SALVADOR,North America
259,,2019.0,6.0,1.0,4.0,26.0,19.0,,,ALBANIA:  KORCE,40.501,20.722,10.0,5.2,,,,,,4.0,1.0,,2.0,,,100.0,2.0,,,,,4.0,1.0,,2.0,,,100.0,2.0,ALBANIA,Europe
260,,2019.0,6.0,14.0,0.0,19.0,12.0,5710.0,,CHILE:  COQUIMBO,-30.056,-72.082,11.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,CHILE,South America
261,,2019.0,6.0,15.0,22.0,55.0,2.0,5711.0,,"KERMADEC ISLANDS:  S OF, RAOUL",-30.805,-178.095,34.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,KERMADEC ISLANDS,Not found
262,,2019.0,6.0,17.0,14.0,55.0,45.0,,,CHINA:  SICHUAN:  YIBIN,28.405,104.957,10.0,5.8,,13.0,1.0,,,200.0,3.0,1300.0,4.0,,,12700.0,4.0,13.0,1.0,,,200.0,3.0,1300.0,4.0,,,12700.0,4.0,CHINA,Asia
263,,2019.0,6.0,18.0,13.0,22.0,19.0,5712.0,,JAPAN:  NIIGATA PREFECTURE,38.646,139.472,12.0,6.4,,,,,,28.0,1.0,,2.0,,,144.0,3.0,,,,,28.0,1.0,,2.0,,,144.0,3.0,JAPAN,Asia
264,,2019.0,7.0,1.0,12.0,12.0,6.8,,,POLAND:  KATOWICE,50.287,18.997,,3.1,,3.0,1.0,,,6.0,1.0,,,,,,,3.0,1.0,,,6.0,1.0,,,,,,,POLAND,Europe
265,,2019.0,7.0,4.0,17.0,33.0,49.0,,,CALIFORNIA:  RIDGECREST;  NEVADA,35.705,-117.506,11.0,6.4,,1.0,1.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,,,,1.0,,2.0,,,,1.0,CALIFORNIA,Not found
266,,2019.0,7.0,6.0,3.0,19.0,52.0,,,CALIFORNIA:  RIDGECREST,35.766,-117.605,8.0,7.1,,,,,,,1.0,5300.0,4.0,101.0,3.0,287.0,3.0,,,,,,1.0,5300.0,4.0,101.0,3.0,287.0,3.0,CALIFORNIA,Not found
267,,2019.0,7.0,8.0,7.0,0.0,31.0,,,IRAN:  MASJED-E SOLEYMAN,31.775,49.542,10.0,5.7,,1.0,1.0,,,128.0,3.0,,1.0,,,,1.0,1.0,1.0,,,128.0,3.0,,1.0,,,,1.0,IRAN,Asia
268,,2019.0,7.0,9.0,12.0,37.0,1.0,,,"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN",6.802,125.169,24.0,5.6,,1.0,1.0,,,3.0,1.0,,1.0,,,119.0,3.0,1.0,1.0,,,3.0,1.0,,1.0,,,119.0,3.0,PHILIPPINES,Asia
269,,2019.0,7.0,12.0,20.0,42.0,55.0,,,PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE,9.334,126.04,14.0,5.8,,,,,,59.0,2.0,0.71,1.0,67.0,2.0,2085.0,4.0,,,,,59.0,2.0,0.71,1.0,67.0,2.0,2085.0,4.0,PHILIPPINES,Asia
270,,2019.0,7.0,14.0,9.0,10.0,50.0,,,INDONESIA:  MOLUCCA ISLANDS:  N,-0.529,128.093,10.0,7.3,,8.0,1.0,,,134.0,3.0,,2.0,1176.0,4.0,1158.0,4.0,8.0,1.0,,,134.0,3.0,,2.0,1176.0,4.0,1158.0,4.0,INDONESIA,Asia
271,,2019.0,7.0,19.0,11.0,13.0,16.0,,,GREECE:  ATHENS,38.115,23.505,10.0,5.3,,,,,,4.0,1.0,,1.0,,1.0,,1.0,,,,,4.0,1.0,,1.0,,1.0,,1.0,GREECE,Europe
272,,2019.0,7.0,24.0,19.0,33.0,15.0,,,INDIA:  MAHARASHTRA:  PALGHAR,20.0,72.9,10.0,3.8,,1.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,INDIA,Asia
273,,2019.0,7.0,26.0,23.0,37.0,58.0,,,PHILIPPINES:  BATANES:  ITBAYAT,20.807,121.986,10.0,6.0,,9.0,1.0,,,64.0,2.0,0.925,1.0,,,266.0,3.0,9.0,1.0,,,64.0,2.0,0.925,1.0,,,266.0,3.0,PHILIPPINES,Asia
274,,2019.0,8.0,2.0,12.0,3.0,27.0,,,INDONESIA:  JAVA:  BANTEN,-7.267,104.825,53.0,6.9,,6.0,1.0,,,3.0,1.0,,2.0,13.0,1.0,458.0,3.0,6.0,1.0,,,3.0,1.0,,2.0,13.0,1.0,458.0,3.0,INDONESIA,Asia
275,,2019.0,8.0,7.0,21.0,28.0,2.0,,,TAIWAN:  TAIPEI,24.475,121.947,10.0,5.9,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,TAIWAN,Asia
276,,2019.0,8.0,8.0,11.0,25.0,31.0,,,TURKEY:  DENIZLI,37.948,29.697,10.0,5.8,,,,,,,1.0,,2.0,,,976.0,3.0,,,,,,1.0,,2.0,,,976.0,3.0,TURKEY,Asia
277,,2019.0,9.0,7.0,22.0,42.0,14.0,,,CHINA:  SICHUAN PROVINCE: NEIJIANG,29.573,105.064,10.0,5.1,,1.0,1.0,,,63.0,2.0,,2.0,132.0,3.0,5041.0,4.0,1.0,1.0,,,63.0,2.0,,2.0,132.0,3.0,5041.0,4.0,CHINA,Asia
278,,2019.0,9.0,21.0,14.0,4.0,24.0,,,ALBANIA:  DURRES,41.381,19.454,10.0,5.6,,,,,,132.0,3.0,45.0,4.0,,1.0,569.0,3.0,,,,,132.0,3.0,45.0,4.0,,1.0,569.0,3.0,ALBANIA,Europe
279,,2019.0,9.0,24.0,11.0,1.0,55.0,,,PAKISTAN:  MIRPUR DISTRICT,33.106,73.766,10.0,5.6,,39.0,1.0,,,746.0,3.0,17.0,3.0,1756.0,4.0,5709.0,4.0,39.0,1.0,,,746.0,3.0,17.0,3.0,1756.0,4.0,5709.0,4.0,PAKISTAN,Asia
280,,2019.0,9.0,25.0,23.0,46.0,44.0,,,INDONESIA:  MALUKU:  AMBON,-3.45,128.347,18.0,6.5,,31.0,1.0,,,179.0,3.0,,3.0,,1.0,2675.0,2.0,31.0,1.0,,,179.0,3.0,,3.0,,1.0,2675.0,4.0,INDONESIA,Asia
281,,2019.0,9.0,26.0,10.0,59.0,26.0,,,TURKEY:  ISTANBUL,40.89,28.173,10.0,5.7,,1.0,1.0,,,34.0,1.0,,2.0,,,473.0,3.0,1.0,1.0,,,34.0,1.0,,2.0,,,473.0,3.0,TURKEY,Asia
282,,2019.0,9.0,26.0,16.0,36.0,18.0,,,CHILE:  SOUTH CENTRAL,-40.815,-72.002,129.0,6.1,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,CHILE,South America
283,,2019.0,9.0,29.0,15.0,57.0,53.0,,,CHILE:  CONCEPCION,-35.473,-73.162,11.0,6.8,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,CHILE,South America
284,,2019.0,10.0,10.0,4.0,39.0,48.0,,,INDONESIA:  PASSO,-3.65,128.216,54.0,5.0,7.0,1.0,1.0,,,2.0,1.0,,2.0,,,,1.0,1.0,1.0,,,2.0,1.0,,2.0,,,,1.0,INDONESIA,Asia
285,,2019.0,10.0,16.0,11.0,37.0,6.0,,,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",6.712,125.005,14.0,6.4,7.0,7.0,1.0,,,215.0,3.0,,3.0,506.0,3.0,2664.0,4.0,7.0,1.0,,,215.0,3.0,,3.0,506.0,3.0,2664.0,4.0,PHILIPPINES,Asia
286,,2019.0,10.0,29.0,1.0,4.0,44.0,,,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",6.802,125.04,15.0,6.6,,12.0,1.0,,,417.0,3.0,,3.0,22363.0,4.0,12119.0,4.0,13.0,1.0,,1.0,562.0,3.0,,3.0,23303.0,4.0,15306.0,4.0,PHILIPPINES,Asia
287,,2019.0,10.0,31.0,1.0,11.0,19.0,,,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.91,125.156,10.0,6.5,,9.0,1.0,,,,1.0,,2.0,,3.0,,3.0,10.0,1.0,,1.0,,1.0,,2.0,,3.0,,3.0,PHILIPPINES,Asia
288,,2019.0,11.0,7.0,22.0,47.0,5.0,,,IRAN: MIYANEH,37.808,47.558,10.0,,,5.0,1.0,,,584.0,3.0,,2.0,,1.0,,1.0,5.0,1.0,,,584.0,3.0,,2.0,,1.0,,1.0,IRAN,Asia
